dscName,cmpLongName,dscCurrentActivityStatus,dscHcType,wlbName,nmaName,fldName,dscDateFromInclInField,dscDiscoveryYear,dscResInclInDiscoveryName,dscOwnerKind,dscOwnerName,dscNpdidDiscovery,fldNpdidField,wlbNpdidWellbore,dscFactPageUrl,dscFactMapUrl
35/11-13 BYRDING,Statoil Petroleum AS,Approved for production,OIL/GAS,35/11-13,North sea,BYRDING,17.01.2017,2005,,PRODUCTION LICENSE,090 B,3465388,28975067,5063,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=3465388,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=28975067
24/9-9 S BØYLA,Aker BP ASA,Producing,OIL,24/9-9 S,North sea,BØYLA,26.10.2012,2009,24/9-9 S BØYLA,PRODUCTION LICENSE,340,17237206,22492497,6222,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17237206,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=22492497
7/11-1 COD,ConocoPhillips Skandinavia AS,Shut down,GAS/CONDENSATE,7/11-1,North sea,COD,04.05.1973,1968,,PRODUCTION LICENSE,018,44960,43785,149,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44960,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43785
6407/9-1 DRAUGEN,A/S Norske Shell,Producing,OIL,6407/9-1,Norwegian sea,DRAUGEN,19.12.1988,1984,,PRODUCTION LICENSE,093,44888,43758,133,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44888,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43758
6507/7-14 S DVALIN,DEA Norge AS,Approved for production,GAS,6507/7-14 S,Norwegian sea,DVALIN,21.03.2017,2010,,PRODUCTION LICENSE,435,18229140,29393934,6367,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18229140,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=29393934
2/7-4 EDDA,ConocoPhillips Skandinavia AS,Shut down,OIL,2/7-4,North sea,EDDA,25.04.1975,1972,,PRODUCTION LICENSE,018,44150,43541,263,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44150,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43541
16/1-8 EDVARD GRIEG,Lundin Norway AS,Producing,OIL,16/1-8,North sea,EDVARD GRIEG,11.06.2012,2007,,PRODUCTION LICENSE,338,4530554,21675433,5612,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4530554,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21675433
2/4-2 EKOFISK,ConocoPhillips Skandinavia AS,Producing,OIL,2/4-2,North sea,EKOFISK,01.03.1972,1969,,PRODUCTION LICENSE,018,44072,43506,172,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44072,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43506
2/7-1 ELDFISK,ConocoPhillips Skandinavia AS,Producing,OIL,2/7-1,North sea,ELDFISK,25.04.1975,1970,,PRODUCTION LICENSE,018,44114,43527,179,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44114,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43527
2/7-20 EMBLA,ConocoPhillips Skandinavia AS,Producing,OIL,2/7-20,North sea,EMBLA,14.12.1990,1988,,PRODUCTION LICENSE,018,44132,43534,1062,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44132,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43534
15/5 ENOCH/SELE,Talisman Sinopec North Sea Limited,Producing,OIL,?,North sea,ENOCH,01.07.2005,1985,,BUSINESS ARRANGEMENT AREA,ENOCH UNIT,48253,3437659,0,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=48253,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3437659
1/5-2 FLYNDRE,Maersk Oil UK Limited,Producing,OIL,1/5-2,North sea,FLYNDRE,23.05.2014,1974,,BUSINESS ARRANGEMENT AREA,FLYNDRE UNIT,43838,24635035,238,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43838,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=24635035
35/11-4 FRAM,Statoil Petroleum AS,Producing,OIL/GAS,35/11-4,North sea,FRAM,23.03.2001,1990,,PRODUCTION LICENSE,090,44750,1578840,1523,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44750,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1578840
35/11-15 S FRAM H-NORD,Statoil Petroleum AS,Producing,OIL,35/11-15 S,North sea,FRAM H-NORD,07.06.2013,2007,,BUSINESS ARRANGEMENT AREA,FRAM H-NORD UNIT,4475297,23410947,5517,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4475297,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=23410947
25/1-1 FRIGG,Statoil Petroleum AS,Shut down,GAS,25/1-1,North sea,FRIGG,13.06.1974,1971,,PRODUCTION LICENSE,903,44204,43555,190,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44204,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43555
25/5-1 FRØY,Aker BP ASA,Shut down,OIL,25/5-1,North sea,FRØY,18.05.1992,1987,25/5-1 FRØY,PRODUCTION LICENSE,364,44264,43597,884,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44264,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43597
6/3-1 PI,A/S Norske Shell,Producing,OIL/GAS,6/3-1,North sea,GAUPE,25.06.2010,1985,,PRODUCTION LICENSE,292,44804,18161341,450,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44804,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=18161341
34/10-48 S GIMLE,Statoil Petroleum AS,Producing,OIL,34/10-48 S,North sea,GIMLE,18.05.2006,2004,,BUSINESS ARRANGEMENT AREA,GIMLE UNIT,3000688,4005142,4902,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=3000688,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4005142
15/5-1 GINA KROG,Statoil Petroleum AS,Approved for production,OIL/GAS,15/5-1,North sea,GINA KROG,21.05.2013,1978,,BUSINESS ARRANGEMENT AREA,GINA KROG UNIT,43892,23384544,315,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43892,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=23384544
35/9-1 GJØA,ENGIE E&P Norge AS,Producing,OIL/GAS,35/9-1,North sea,GJØA,14.06.2007,1989,,PRODUCTION LICENSE,153,44786,4467574,1375,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44786,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4467574
15/5-5 GLITNE,,Shut down,OIL,15/5-5,North sea,GLITNE,08.09.2000,1995,,,,43904,1272071,2635,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43904,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1272071
7122/7-1 GOLIAT,Eni Norge AS,Producing,OIL/GAS,7122/7-1,Barents sea,GOLIAT,18.06.2009,2000,,PRODUCTION LICENSE,229,1340775,5774394,4173,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1340775,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=5774394
25/11-15 GRANE,Statoil Petroleum AS,Producing,OIL,25/11-15,North sea,GRANE,14.06.2000,1991,,BUSINESS ARRANGEMENT AREA,GRANE UNIT,44216,1035937,1872,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44216,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1035937
15/3-1 S GUDRUN,Statoil Petroleum AS,Producing,GAS/CONDENSATE,15/3-1 S,North sea,GUDRUN,16.06.2010,1975,,PRODUCTION LICENSE,025,43880,18116481,309,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43880,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=18116481
34/10-1 GULLFAKS,Statoil Petroleum AS,Producing,OIL,34/10-1,North sea,GULLFAKS,09.10.1981,1978,,PRODUCTION LICENSE,050,44594,43686,424,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44594,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43686
34/10-2 GULLFAKS SØR,Statoil Petroleum AS,Producing,OIL/GAS,34/10-2,North sea,GULLFAKS SØR,29.03.1996,1978,,PRODUCTION LICENSE,050,44606,43699,425,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44606,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43699
15/9-15 GUNGNE,Statoil Petroleum AS,Producing,GAS,15/9-15,North sea,GUNGNE,29.08.1995,1982,,PRODUCTION LICENSE,046,43922,43464,74,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43922,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43464
2/1-3 GYDA,Repsol Norge AS,Producing,OIL,2/1-3,North sea,GYDA,02.06.1987,1980,,PRODUCTION LICENSE,019 B,44012,43492,251,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44012,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43492
25/10-8 HANZ,Aker BP ASA,Approved for production,OIL/GAS,25/10-8,North sea,HANZ,30.06.2014,1997,,PRODUCTION LICENSE,028 B,44198,25307278,2955,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44198,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=25307278
6507/7-2 HEIDRUN,Statoil Petroleum AS,Producing,OIL/GAS,6507/7-2,Norwegian sea,HEIDRUN,14.05.1991,1985,,BUSINESS ARRANGEMENT AREA,HEIDRUN UNIT,44930,43771,464,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44930,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43771
25/4-1 HEIMDAL,Statoil Petroleum AS,Producing,GAS,25/4-1,North sea,HEIMDAL,10.06.1981,1972,,PRODUCTION LICENSE,036 BS,44252,43590,359,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44252,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43590
2/11-2 HOD,Aker BP ASA,Producing,OIL,2/11-2,North sea,HOD,26.06.1988,1974,,PRODUCTION LICENSE,033,44000,43485,285,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44000,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43485
30/2-1 HULDRA,Statoil Petroleum AS,Shut down,GAS/CONDENSATE,30/2-1,North sea,HULDRA,02.02.1999,1982,,PRODUCTION LICENSE,878,44372,97002,72,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44372,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=97002
6407/8-5 S HYME,Statoil Petroleum AS,Producing,OIL,6407/8-5 S,Norwegian sea,HYME,24.06.2011,2009,,PRODUCTION LICENSE,348,5506881,20474183,6110,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=5506881,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=20474183
29/6 ISLAY,Total E&P UK Ltd,Producing,GAS,?,North sea,ISLAY,05.07.2010,2008,,BUSINESS ARRANGEMENT AREA,ISLAY UNIT,21104520,21105675,0,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21104520,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21105675
16/1-9 IVAR AASEN,Aker BP ASA,Producing,OIL,16/1-9,North sea,IVAR AASEN,21.05.2013,2008,,BUSINESS ARRANGEMENT AREA,IVAR AASEN UNIT,4972697,23384520,5773,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4972697,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=23384520
25/8-17 JETTE,Aker BP ASA,Shut down,OIL,25/8-17,North sea,JETTE,17.02.2012,2009,,BUSINESS ARRANGEMENT AREA,JETTE UNIT,17238186,21613906,6185,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=17238186,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21613906
16/2-6 JOHAN SVERDRUP,Statoil Petroleum AS,Approved for production,OIL,16/2-6,North sea,JOHAN SVERDRUP,18.06.2015,2010,,BUSINESS ARRANGEMENT AREA,JOHAN SVERDRUP UNIT,18387202,26376286,6374,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18387202,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=26376286
25/8-5 S JOTUN,ExxonMobil Exploration and Production Norway AS,Shut down,OIL,25/8-5 S,North sea,JOTUN,10.06.1997,1994,,BUSINESS ARRANGEMENT AREA,JOTUN UNIT,44330,43604,2390,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44330,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43604
34/3-1 S KNARR,A/S Norske Shell,Producing,OIL,34/3-1 S,North sea,KNARR,09.06.2011,2008,,PRODUCTION LICENSE,373 S,4999474,20460988,5811,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=4999474,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=20460988
6406/2-3 KRISTIN,Statoil Petroleum AS,Producing,GAS/CONDENSATE,6406/2-3,Norwegian sea,KRISTIN,17.12.2001,1997,,BUSINESS ARRANGEMENT AREA,HALTENBANKEN VEST UNIT,44840,1854729,2849,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44840,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1854729
34/11-1 KVITEBJØRN,Statoil Petroleum AS,Producing,GAS/CONDENSATE,34/11-1,North sea,KVITEBJØRN,14.06.2000,1994,,PRODUCTION LICENSE,193,44642,1036101,2377,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44642,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1036101
25/2-4 LILLE-FRIGG,Aker BP ASA,Shut down,GAS/CONDENSATE,25/2-4,North sea,LILLE-FRIGG,06.09.1991,1975,,PRODUCTION LICENSE,873,44240,43583,356,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44240,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43583
6406/3-8 MARIA,Wintershall Norge AS,Approved for production,OIL/GAS,6406/3-8,Norwegian sea,MARIA,04.09.2015,2010,,PRODUCTION LICENSE,475 BS,18212080,26465170,6350,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=18212080,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=26465170
30/7-6 MARTIN LINGE,Total E&P Norge AS,Approved for production,GAS/CONDENSATE,30/7-6 R,North sea,MARTIN LINGE,11.06.2012,1978,,BUSINESS ARRANGEMENT AREA,MARTIN LINGE UNIT,44450,21675447,507,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44450,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=21675447
6507/2-2 MARULK,Eni Norge AS,Producing,GAS,6507/2-2,Norwegian sea,MARULK,15.07.2010,1992,,PRODUCTION LICENSE,122,44918,18212090,1840,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44918,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=18212090
6407/6-3 MIKKEL,Statoil Petroleum AS,Producing,GAS/CONDENSATE,6407/6-3,Norwegian sea,MIKKEL,14.09.2001,1987,,BUSINESS ARRANGEMENT AREA,MIKKEL UNIT,44870,1630514,1024,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44870,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1630514
7/11-5 MIME,,Shut down,OIL,7/11-5,North sea,MIME,06.11.1992,1982,,,,44966,43792,42,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44966,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43792
6506/11-7 MORVIN,Statoil Petroleum AS,Producing,OIL/GAS,6506/11-7,Norwegian sea,MORVIN,25.04.2008,2001,,PRODUCTION LICENSE,134 B,1630175,4966234,3322,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1630175,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4966234
33/9  MURCHISON,CNR International (UK) Limited,Shut down,OIL,?,North sea,MURCHISON,15.12.1976,1975,,BUSINESS ARRANGEMENT AREA,MURCHISON UNIT,44570,43665,0,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44570,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43665
6407/7-1 S NJORD,Statoil Petroleum AS,Producing,OIL,6407/7-1 S,Norwegian sea,NJORD,12.06.1995,1986,,BUSINESS ARRANGEMENT AREA,NJORD UNIT,44876,43751,474,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44876,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43751
25/1-4 NORDØST FRIGG,Statoil Petroleum AS,Shut down,GAS,25/1-4,North sea,NORDØST FRIGG,12.09.1980,1974,,PRODUCTION LICENSE,903,44228,43568,350,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44228,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43568
6608/10-2 NORNE,Statoil Petroleum AS,Producing,OIL/GAS,6608/10-2,Norwegian sea,NORNE,09.03.1995,1992,,BUSINESS ARRANGEMENT AREA,NORNE INSIDE,44942,43778,1782,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44942,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43778
8/10-4 S ODA,Centrica Resources (Norge) AS,Approved for production,OIL,8/10-4 S,North sea,ODA,12.05.2017,2011,,PRODUCTION LICENSE,405,21118177,29412516,6630,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=21118177,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=29412516
30/10-2 ODIN,Statoil Petroleum AS,Shut down,GAS,30/10-2,North sea,ODIN,18.07.1980,1974,,PRODUCTION LICENSE,903,44360,43610,392,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44360,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43610
6305/5-1 ORMEN LANGE,A/S Norske Shell,Producing,GAS,6305/5-1,Norwegian sea,ORMEN LANGE,02.04.2004,1997,,BUSINESS ARRANGEMENT AREA,ORMEN LANGE UNIT,44822,2762452,3144,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44822,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=2762452
30/6-1 OSEBERG,Statoil Petroleum AS,Producing,OIL/GAS,30/6-1,North sea,OSEBERG,05.06.1984,1979,,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44396,43625,380,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44396,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43625
30/9-3 OSEBERG SØR,Statoil Petroleum AS,Producing,OIL,30/9-3,North sea,OSEBERG SØR,10.06.1997,1984,,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44492,43645,55,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44492,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43645
30/6-5 OSEBERG ØST,Statoil Petroleum AS,Producing,OIL,30/6-5,North sea,OSEBERG ØST,11.10.1996,1981,,BUSINESS ARRANGEMENT AREA,OSEBERG AREA UNIT,44438,43639,118,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=44438,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=43639
1/3-6 OSELVAR,Faroe Petroleum Norge AS,Producing,GAS/CONDENSATE,1/3-6,North sea,OSELVAR,19.06.2009,1991,,PRODUCTION LICENSE,274,43832,5506919,1521,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=43832,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=5506919
15/12-12 REV,Repsol Norge AS,Producing,OIL/GAS,15/12-12,North sea,REV,15.06.2007,2001,,PRODUCTION LICENSE,038 C,1626017,4467554,3391,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=1626017,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4467554
25/8-14 S,ExxonMobil Exploration and Production Norway AS,Producing,OIL,25/8-14 S,North sea,RINGHORNE ØST,25.11.2005,2003,,BUSINESS ARRANGEMENT AREA,RINGHORNE ØST UNIT,2472571,3505505,4805,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=2472571,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=3505505
16/7-4 SIGYN,ExxonMobil Exploration and Production Norway AS,Producing,GAS/CONDENSATE,16/7-4,North sea,SIGYN,31.08.2001,1982,,PRODUCTION LICENSE,072,45625,1630100,91,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45625,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=1630100
34/10-55 S,Statoil Petroleum AS,Approved for production,OIL/GAS,34/10-55 S,North sea,SINDRE,27.03.2017,2017,,BUSINESS ARRANGEMENT AREA,SINDRE UNIT,29394737,29401178,8102,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=29394737,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=29401178
6507/5-1 SKARV,Aker BP ASA,Producing,OIL/GAS,6507/5-1,Norwegian sea,SKARV,18.12.2007,1998,,BUSINESS ARRANGEMENT AREA,SKARV UNIT,45801,4704482,3683,http://factpages.npd.no/FactPages/default.aspx?nav1=discovery&nav2=PageView|All&nav3=45801,http://gis.npd.no/factmaps/html_21/?run=FieldByNPDID&NPDID=4704482
